,ID,name,category,main_category,currency,deadline,launched,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,timeline,duration
173268,1881241041,Speaking in Faces: A Letterpress Type Specimen Book,Letterpress,Crafts,USD,2015-05-19 00:00:00,2015-03-20 16:08:00,successful,145,US,15086.0,15086.0,12000.0,59,59
173315,1881430601,Fastbutton: Sew a Button in less than a Minute!,Accessories,Fashion,GBP,2016-06-22 00:00:00,2016-04-23 13:14:00,successful,378,GB,15016.9,14342.68,4111.22,59,59
173318,1881438461,Finish Stephen Simmons 7th studio album,Country & Folk,Music,USD,2012-03-07 00:00:00,2012-01-07 18:30:00,successful,103,US,5685.0,5685.0,5000.0,59,59
173349,1881608289,Kendal & Hyde Co. leather goodyear-welted boots (and bags),Product Design,Design,USD,2015-01-05 00:00:00,2014-11-10 15:05:00,successful,330,US,111696.0,111696.0,50000.0,55,55
173360,1881661344,MyHangover- The Ultimate Phone/Tablet Stand,Product Design,Design,USD,2016-03-12 00:00:00,2016-01-12 18:00:00,successful,729,US,68284.5,68284.5,25000.0,59,59
173637,18830738,The New Adventure People! (Canceled),Product Design,Design,USD,2016-03-01 00:00:00,2016-01-01 06:05:00,canceled,142,US,20344.0,20344.0,50000.0,59,59
173737,1883516417,LIEDER ALIVE! Mahler Song Cycles Recording,Classical Music,Music,USD,2017-08-06 00:00:00,2017-06-07 20:11:00,successful,118,US,1540.0,35675.0,30000.0,59,59
173982,1884734634,Joey's Song - Putting an End to Seizures Through Music,Music,Music,USD,2010-12-17 00:00:00,2010-10-18 04:17:00,successful,153,US,8665.0,8665.0,7500.0,59,59
174132,1885480200,The 36: A Graphic Novel,Comics,Comics,USD,2011-08-08 00:00:00,2011-06-07 15:27:00,successful,122,US,11474.16,11474.16,10000.0,61,61
174376,1886807810,Gina's Journey: The Search for William Grimes,Film & Video,Film & Video,USD,2012-09-11 00:00:00,2012-07-13 08:26:00,failed,157,US,21095.0,21095.0,35000.0,59,59
174612,1887990706,The Real Review: a bi-monthly architecture magazine,Architecture,Design,GBP,2015-11-20 00:00:00,2015-09-29 17:19:00,successful,721,GB,39983.1,40106.42,24379.46,51,51
174639,1888130321,Mob Ties: The Board Game,Tabletop Games,Games,USD,2011-01-17 00:00:00,2010-10-19 16:45:00,successful,143,US,12960.0,12960.0,10500.0,89,89
174661,1888224120,Comic Con: A Cosplayers Playground,Webseries,Film & Video,USD,2013-12-08 00:00:00,2013-10-09 21:09:00,successful,103,US,4044.0,4044.0,3500.0,59,59
174863,1889255854,Electronic Awakening,Documentary,Film & Video,USD,2011-06-14 00:00:00,2011-03-25 18:21:00,successful,244,US,21630.43,21630.43,21000.0,80,80
174870,1889299005,Premiere recording: Susanne Mentzer- songs of Carlisle Floyd,Classical Music,Music,USD,2013-02-25 00:00:00,2012-12-27 06:03:00,successful,248,US,20430.0,20430.0,20000.0,59,59
174873,1889307923,TR: Travel Wallet,Product Design,Design,AUD,2016-10-05 00:00:00,2016-08-11 01:36:00,successful,158,AU,185.38,4330.5,1516.07,54,54
174874,1889308112,Mount Anything Anywhere - Neutron Mounts + iPhone Case,Design,Design,USD,2016-05-14 00:00:00,2016-03-15 20:59:00,canceled,268,US,12281.0,12281.0,30000.0,59,59
174973,1889864699,Inevitable: dystopian tabletop gaming,Tabletop Games,Games,USD,2010-06-01 00:00:00,2010-03-04 20:12:00,successful,101,US,9435.0,9435.0,3000.0,88,88
175069,1890411590,Sweetest?Taboo: greeting cards for love stories often untold,Art,Art,USD,2011-09-22 00:00:00,2011-07-24 17:29:00,successful,121,US,5276.82,5276.82,5000.0,59,59
175104,1890571461,"Nancy Sanchez  ""Ruby in L.A.""",Music,Music,USD,2012-02-18 00:00:00,2011-12-25 05:08:00,successful,116,US,15186.0,15186.0,15000.0,54,54
175300,1891591321,iPhone 5 Dock. iPad Dock. iPad Mini Dock. All in 1.,Product Design,Design,USD,2012-12-15 00:00:00,2012-10-16 14:47:00,successful,1290,US,101163.2,101163.2,75000.0,59,59
175321,1891711479,Golchi - World's Most Versatile and Customizable Bottle,Product Design,Design,USD,2016-08-15 00:00:00,2016-06-16 23:55:00,successful,5175,US,136051.0,404899.0,30000.0,59,59
175360,1891907436,"Beacon: Waterproof,Solar Power Bank,Light and Signal Device",Product Design,Design,USD,2015-06-06 00:00:00,2015-04-15 15:02:00,canceled,117,US,12396.0,12396.0,25000.0,51,51
175459,1892364878,Rebuilding The Silent Barn,Music,Music,USD,2011-09-18 00:00:00,2011-07-20 09:49:00,successful,753,US,40595.39,40595.39,40000.0,59,59
175485,1892475669,2012: Mighty Acorn - Mighty Oak,Food,Food,USD,2012-07-01 00:00:00,2012-05-03 08:07:00,successful,191,US,18004.0,18004.0,14000.0,58,58
175492,1892511519,Data Hacker: Corruption - a massive Dual-plot RPG,Video Games,Games,GBP,2013-09-30 00:00:00,2013-08-01 11:05:00,successful,249,GB,9243.12,9737.74,2006.29,59,59
175494,189251239,Colored Baggies for Boardgames,Tabletop Games,Games,USD,2013-01-07 00:00:00,2012-11-08 20:06:00,successful,518,US,15151.0,15151.0,6000.0,59,59
175507,1892580120,Giant-Sized Tales to Suffice: A Reward Extravaganza!,Comics,Comics,USD,2010-10-11 00:00:00,2010-07-13 23:29:00,successful,112,US,5111.0,5111.0,4000.0,89,89
175778,1894009595,Houdini-Opoly Fun Exciting Legend & Magic Hero board game,Tabletop Games,Games,USD,2017-03-09 00:00:00,2017-01-08 20:38:00,successful,174,US,1815.0,14552.0,8000.0,59,59
175796,1894124097,Falling Overnight,Narrative Film,Film & Video,USD,2011-11-19 00:00:00,2011-09-27 20:56:00,successful,241,US,21600.44,21600.44,20000.0,52,52
175814,1894229647,She Hates Me Creates 1st Studio Album & Takes Over the World,Indie Rock,Music,USD,2014-04-19 00:00:00,2014-02-18 18:47:00,successful,129,US,6355.0,6355.0,5000.0,59,59
175824,1894294369,The Best Premium Toiletry Bag For Traveling,Product Design,Design,USD,2017-08-18 00:00:00,2017-06-19 19:49:00,successful,3184,US,30196.0,165429.0,12000.0,59,59
176128,1895918004,Divided Kingdom Graphic Novel,Comics,Comics,GBP,2014-03-22 00:00:00,2014-01-21 12:00:00,successful,114,GB,5416.69,5488.93,3326.62,59,59
176208,1896316184,Queerlequin â€“ bokserien med medveten romantik och erotik,Fiction,Publishing,SEK,2015-12-31 00:00:00,2015-11-01 16:36:00,successful,111,SE,5985.96,6055.47,5923.61,59,59
176298,189679149,What I'm Hearing in My Head,Shorts,Film & Video,USD,2012-08-09 00:00:00,2012-06-10 22:23:00,successful,135,US,10930.0,10930.0,10000.0,59,59
176346,1897028933,Revols - Premium Quick Custom-Fit Wireless Earphones,Sound,Technology,USD,2016-01-08 00:00:00,2015-11-09 13:57:00,successful,10569,US,2530756.27,2530756.27,100000.0,59,59
176431,1897477136,Leaving a Disposable Camera in the Park,Public Art,Art,USD,2011-12-07 00:00:00,2011-10-08 15:56:00,successful,192,US,3402.78,3402.78,500.0,59,59
176472,1897645261,Things of Intrinsic Worth,Documentary,Film & Video,USD,2013-08-11 00:00:00,2013-06-12 19:18:00,failed,337,US,37622.0,37622.0,135000.0,59,59
176544,1897972237,Choose and Fund WFMU's First (and Last) Billboard,Graphic Design,Design,USD,2017-10-12 00:00:00,2017-08-16 11:47:00,successful,263,US,250.0,12129.0,5000.0,56,56
176648,1898549502,"Holiday Parade: ""False Alarms""",Indie Rock,Music,USD,2011-03-13 00:00:00,2011-01-12 06:34:00,successful,104,US,6644.0,6644.0,5000.0,59,59
176770,1899309035,Documentary on dancers with Down syndrome: Company 'd'! ,Documentary,Film & Video,USD,2010-11-29 00:00:00,2010-10-05 16:51:00,successful,102,US,11108.0,11108.0,9750.0,54,54
176882,1899835968,Kidokey â€¢ safe and distraction-free wi-fi box for kids,Web,Technology,CAD,2015-01-16 00:00:00,2014-11-21 21:14:00,failed,194,CA,15087.42,14221.02,83090.98,55,55
177081,1900830059,Dordle Cards,Illustration,Art,USD,2011-12-13 00:00:00,2011-10-14 02:01:00,successful,215,US,3926.96,3926.96,2500.0,59,59
177292,1901864906,The Resonant Rogues' Debut All Original Studio Album,Country & Folk,Music,USD,2014-12-22 00:00:00,2014-10-23 04:21:00,successful,174,US,8595.0,8595.0,7500.0,59,59
177338,1902070362,Software to help volunteers drive people to medical care,Software,Technology,USD,2014-06-13 00:00:00,2014-04-14 20:31:00,successful,107,US,12831.0,12831.0,12610.0,59,59
177426,1902509544,EcoQube C- Your Window to Nature!,Technology,Technology,USD,2015-05-29 00:00:00,2015-04-07 20:03:00,successful,5434,US,375058.0,375058.0,15000.0,51,51
177753,1904212480,THE HOMELESS PARADISE - A Photo Book and USB Bracelets,Photobooks,Photography,USD,2015-01-06 00:00:00,2014-11-07 20:42:00,successful,112,US,10608.0,10608.0,10000.0,59,59
177768,1904312015,ChopValue - Recycled Chopstick Products,Product Design,Design,CAD,2016-10-23 00:00:00,2016-08-24 17:41:00,successful,127,CA,279.28,12456.49,11203.23,59,59
177769,1904316235,#EndBookHate with Plush Textbook Toys,Product Design,Design,USD,2015-09-25 00:00:00,2015-07-27 21:56:00,successful,211,US,11115.0,11115.0,10000.0,59,59
177801,1904512762,"Bring The Devil and Daisy Jane, a new musical to the stage!",Theater,Theater,USD,2011-05-02 00:00:00,2011-01-31 00:23:00,successful,111,US,10500.0,10500.0,10000.0,90,90
177817,1904597360,SecureSelfies: Biometric protection for your personal data,Apps,Technology,USD,2014-12-14 00:00:00,2014-10-15 14:04:00,canceled,108,US,13165.0,13165.0,50000.0,59,59
177824,1904632666,Help The Beautiful Bodies make a record!!!,Indie Rock,Music,USD,2012-03-20 00:00:00,2012-01-20 19:09:00,successful,243,US,12664.61,12664.61,10000.0,59,59
177964,1905448249,"CLICK, World's SAFEST FASTEST Pro Camera Holster Holder Clip",Product Design,Design,USD,2016-05-22 00:00:00,2016-03-23 07:17:00,successful,304,US,31566.76,31566.76,20000.0,59,59
178021,1905773851,Minimalist Wallets by PRB Leather Co,Product Design,Design,USD,2013-11-18 00:00:00,2013-09-19 21:54:00,successful,131,US,5455.0,5455.0,5000.0,59,59
178053,1905941580,Atomor: The Pen & The (Mechanical) Pencil,Design,Design,GBP,2016-11-12 00:00:00,2016-09-13 16:50:00,successful,162,GB,1980.6,21670.69,6164.01,59,59
178069,1906016003,Happy Dragons! Whimsical Dragon Sculptures by Nina Bolen,Sculpture,Art,USD,2014-10-04 00:00:00,2014-08-05 03:20:00,successful,159,US,8289.0,8289.0,1000.0,59,59
178122,1906292061,Dark Days Tarot,Illustration,Art,USD,2016-12-25 00:00:00,2016-10-30 16:45:00,successful,237,US,2311.0,13008.0,10000.0,55,55
178396,1907714462,"Doodler App: Learn to Draw, then Share your Doodles.",Video Games,Games,USD,2013-01-15 00:00:00,2012-11-16 18:40:00,failed,128,US,4142.0,4142.0,12000.0,59,59
178558,190842890,SEATYLOCK- Bicycle Saddle & Lock in One Amazing Product,Product Design,Design,USD,2014-11-14 00:00:00,2014-09-16 17:00:00,successful,1377,US,137190.0,137190.0,40000.0,58,58
178576,190852926,"Ramos: Wake Up, Get  Up.",Hardware,Technology,USD,2015-01-08 00:00:00,2014-11-12 12:33:00,failed,303,US,35482.0,35482.0,100000.0,56,56
178645,1908803894,Go Pro underwater housing for the GoPro Hero and Hero2,Product Design,Design,USD,2012-09-09 00:00:00,2012-07-11 21:24:00,successful,108,US,21432.58,21432.58,8000.0,59,59
178819,1909791538,Get GOOD NIGHT to the finish line!,Narrative Film,Film & Video,USD,2011-07-02 00:00:00,2011-04-29 16:10:00,successful,140,US,11256.0,11256.0,11100.0,63,63
178839,1909875374,Del Castillo Records a New Album and TWO Videos!,Music,Music,USD,2011-12-19 00:00:00,2011-10-20 19:07:00,successful,145,US,26456.0,26456.0,20000.0,59,59
178877,1910076188,ODDIO1 Cord-Free Shuffle Headphones,Product Design,Design,USD,2012-01-26 00:00:00,2011-11-27 21:12:00,failed,265,US,14447.0,14447.0,45000.0,59,59
178890,1910128656,An Artisan Beef Jerky Company Doing it the Right Way.,Spaces,Food,USD,2014-10-04 00:00:00,2014-08-05 23:19:00,successful,222,US,18421.0,18421.0,17500.0,59,59
178895,1910148691,PokÃ©mon Reorchestrated's Kanto Symphony,Music,Music,USD,2012-01-02 00:00:00,2011-11-03 11:20:00,successful,278,US,9375.78,9375.78,8000.0,59,59
178907,1910185229,Ocean Grove Debut Album,Pop,Music,USD,2012-01-05 00:00:00,2011-11-06 17:54:00,successful,343,US,49079.0,49079.0,35000.0,59,59
178992,1910617178,Fiber Optic Tapestry,Art,Art,USD,2010-10-09 00:00:00,2010-07-12 01:05:00,successful,122,US,7095.0,7095.0,6500.0,88,88
179079,1911122207,"Zoe Boekbinder, world domination via a new album.",Pop,Music,USD,2011-06-18 00:00:00,2011-04-19 02:15:00,successful,174,US,10964.02,10964.02,5000.0,59,59
179163,1911491476,Mama's Blue Dress New Album and Video,Country & Folk,Music,USD,2013-07-19 00:00:00,2013-05-28 22:33:00,successful,105,US,19365.0,19365.0,15000.0,51,51
179189,1911615064,Go For Launch: Mercury (Canceled),Video Games,Games,GBP,2016-05-09 00:00:00,2016-03-10 02:27:00,canceled,167,GB,4218.71,4264.95,37462.36,59,59
179353,1912426413,WHERE'S MY REVOLUTIONARY SPIRIT? :: 9 days in NYC with Red76,Documentary,Film & Video,USD,2010-04-26 00:00:00,2010-01-26 22:40:00,successful,102,US,6115.63,6115.63,5000.0,89,89
179544,1913309600,Benton Blount's New Album,Music,Music,USD,2011-07-31 00:00:00,2011-05-02 23:18:00,successful,162,US,20465.0,20465.0,20000.0,89,89
179569,1913431653,Dead Unicorn - Pandemic LP,Rock,Music,USD,2013-05-02 00:00:00,2013-03-04 13:51:00,successful,112,US,4356.77,4356.77,3666.0,58,58
179809,1914664237,We Were Evergreen 'The First Album',Music,Music,GBP,2013-02-24 00:00:00,2012-12-27 22:25:00,successful,182,GB,6785.36,6326.41,3758.55,58,58
179863,1914941230,Salmon Run -- Prepare for the race of a (fish's) lifetime!,Tabletop Games,Games,USD,2012-10-28 00:00:00,2012-08-29 17:00:00,successful,543,US,24993.0,24993.0,6000.0,59,59
179957,1915427268,The Galaxy Girls - Graphic Novel,Graphic Novels,Comics,USD,2014-08-22 00:00:00,2014-06-23 19:30:00,failed,157,US,4874.0,4874.0,11000.0,59,59
180021,1915815575,"Papou: A story about life, death, and a child's imagination",Narrative Film,Film & Video,USD,2012-11-30 00:00:00,2012-10-01 20:38:00,successful,112,US,51279.5,51279.5,50000.0,59,59
180269,1917130153,Pinocchio Barrique (barrel) Bottle. Drink the future u want!,Product Design,Design,GBP,2015-03-28 00:00:00,2015-02-01 14:05:00,successful,192,GB,24495.26,24077.39,14803.19,54,54
180273,1917149675,A Finger Slip: Web Series,Webseries,Film & Video,USD,2014-03-23 00:00:00,2014-01-22 18:59:00,successful,601,US,17386.45,17386.45,10000.0,59,59
180518,1918305006,THE ODYSSEY ON ANGEL ISLAND,Theater,Theater,USD,2012-03-03 00:00:00,2012-01-03 00:21:00,successful,200,US,12415.0,12415.0,12000.0,59,59
180554,191854267,Nakefit,Footwear,Fashion,EUR,2017-07-07 00:00:00,2017-05-08 21:32:00,successful,6210,IT,175.95,336679.33,22824.02,59,59
180635,1919001608,Cousins to record @ Studio Pavarotti in MOSTAR,World Music,Music,NOK,2015-12-12 00:00:00,2015-10-13 15:35:00,successful,114,NO,6451.74,5945.98,5703.14,59,59
180728,1919439900,Pandamonium: A Steampunk Panda Adventure Book,Children's Books,Publishing,USD,2014-06-10 00:00:00,2014-04-11 18:58:00,successful,148,US,6213.0,6213.0,5000.0,59,59
180729,1919456396,"Gather: The minimal, modular organizer that cuts clutter",Product Design,Design,USD,2017-07-14 00:00:00,2017-05-15 17:59:00,successful,2587,US,421.0,430960.0,18000.0,59,59
180766,1919687816,Labor of Love,Pop,Music,USD,2011-01-20 00:00:00,2010-11-21 08:30:00,successful,278,US,42352.33,42352.33,6500.0,59,59
180898,1920473337,902 Brewing Company,Food,Food,USD,2014-01-01 00:00:00,2013-11-02 14:51:00,successful,157,US,36606.0,36606.0,35000.0,59,59
180939,1920699571,POWERLACE SHOES - ARE YOU READY TO STEP IN?,Technology,Technology,CAD,2016-12-24 00:00:00,2016-10-25 21:37:00,failed,334,CA,16605.41,40191.68,74294.21,59,59
180940,19206997,La Petite Machine,Illustration,Art,EUR,2016-04-19 00:00:00,2016-02-19 17:19:00,successful,151,FR,9150.84,9252.58,6757.82,59,59
180943,1920706046,Cristina Patoâ€™s New Album: â€œLatinaâ€,World Music,Music,USD,2015-01-12 00:00:00,2014-11-13 13:43:00,successful,104,US,20376.0,20376.0,20000.0,59,59
180965,1920805266,Sonastand,Product Design,Design,USD,2012-04-20 00:00:00,2012-02-20 17:00:00,successful,637,US,34520.0,34520.0,20000.0,59,59
181003,1920974704,Making History - The Carolina Theatre Historic Exhibit,Theater,Theater,USD,2012-01-21 00:00:00,2011-11-22 17:32:00,successful,154,US,15150.0,15150.0,13000.0,59,59
181043,1921196542,Politics,Tabletop Games,Games,USD,2015-04-06 00:00:00,2015-02-05 21:01:00,successful,243,US,9148.0,9148.0,5000.0,59,59
181219,1922260010,THE HAWAIIAN: A Watch Made With The Spirit Of Aloha!,Fashion,Fashion,USD,2014-03-08 00:00:00,2014-01-07 17:00:00,successful,281,US,46447.01,46447.01,30000.0,59,59
181223,1922281540,You Are What You Eat,Food,Food,USD,2013-06-04 00:00:00,2013-04-05 16:49:00,successful,102,US,24309.36,24309.36,20000.0,59,59
181290,1922674077,Capture Camera Clip v2,Product Design,Design,USD,2013-08-24 00:00:00,2013-06-30 04:08:00,successful,8090,US,819108.66,819108.66,100000.0,54,54
181354,1922970138,Beef Tea's Debut Album,Country & Folk,Music,USD,2012-09-01 00:00:00,2012-07-03 19:05:00,successful,164,US,9832.75,9832.75,6000.0,59,59
181396,192317276,"35MM, A Musical Exhibition: Production AND Album!",Music,Music,USD,2012-01-30 00:00:00,2011-12-01 06:02:00,successful,253,US,26402.19,26402.19,20000.0,59,59
181399,1923184240,Learn to develop amazing animations for the web/apps,Web,Technology,USD,2014-12-09 00:00:00,2014-10-10 10:55:00,successful,279,US,13460.0,13460.0,1000.0,59,59
181422,1923333611,Evidence of a Struggle,Hip-Hop,Music,CAD,2015-02-15 00:00:00,2014-12-17 23:20:00,successful,144,CA,9504.71,8876.04,8028.26,59,59
181627,1924484951,Gaming Headset for PC and Console,Gaming Hardware,Games,EUR,2016-10-25 00:00:00,2016-08-26 01:28:00,successful,102,IT,4101.46,11135.02,10922.04,59,59
181628,1924486378,WEINLAND the band | the record,Music,Music,USD,2011-05-11 00:00:00,2011-02-22 23:58:00,successful,197,US,13030.0,13030.0,8000.0,77,77
181723,1925020646,"Vanishing Cultures, by Dennis Manarchy",Photography,Photography,USD,2012-04-01 00:00:00,2012-02-01 20:21:00,failed,197,US,15647.18,15647.18,50000.0,59,59
181811,1925499170,The Sing-Along band are Recording Their Second Album!,Music,Music,GBP,2014-05-18 00:00:00,2014-03-20 14:27:00,successful,161,GB,14091.71,14299.43,13472.55,58,58
181915,1926029965,The Bible Videogame: David,Video Games,Games,USD,2014-11-01 00:00:00,2014-09-02 15:11:00,successful,916,US,47955.75,47955.75,35000.0,59,59
181921,192609731,"House of Brews, a Community Supported Brewery",Food,Food,USD,2012-02-05 00:00:00,2011-12-07 18:25:00,successful,118,US,5217.11,5217.11,5000.0,59,59
182003,192646196,QuarterWave - Coolest Bluetooth Speakers,Product Design,Design,USD,2014-10-04 00:00:00,2014-08-06 20:00:00,successful,236,US,50498.5,50498.5,10000.0,58,58
182040,1926640057,#Project60,People,Photography,AUD,2014-11-15 00:00:00,2014-09-24 14:38:00,successful,183,AU,17932.22,17588.22,13069.62,51,51
182049,1926693533,2016EP,Faith,Music,GBP,2016-07-25 00:00:00,2016-05-26 23:33:00,successful,157,GB,1995.89,7169.47,6583.54,59,59
182078,1926836746,"Glow botanicals - potent, pure and natural skin care line",Product Design,Design,SEK,2016-05-27 00:00:00,2016-03-28 18:31:00,successful,103,SE,8399.97,8406.14,7833.12,59,59
182144,192718508,MaricopaCon 2015,Tabletop Games,Games,USD,2015-02-10 00:00:00,2014-12-12 20:00:00,successful,140,US,6266.0,6266.0,5400.0,59,59
182156,1927274702,"Folk-Pop Album ""Put Up Your Periscope"" by Katey Laurel",Pop,Music,USD,2013-03-05 00:00:00,2013-01-04 17:50:00,successful,130,US,3891.0,3891.0,3500.0,59,59
182307,1928035504,Shaker Love: Every Salt Shaker Needs A Home,Art,Art,USD,2010-04-01 00:00:00,2010-01-25 15:25:00,failed,126,US,2752.0,2752.0,5000.0,65,65
182328,1928108397,FreeRider: Pannier for Urban Bike Commuting Made in USA,Product Design,Design,USD,2014-06-14 00:00:00,2014-04-15 23:11:00,successful,142,US,10446.0,10446.0,4000.0,59,59
182343,1928196696,These Grey Men: Album and Tour by John Dolmayan,Rock,Music,USD,2014-08-15 00:00:00,2014-06-16 06:36:00,successful,287,US,55215.0,55215.0,55000.0,59,59
